,Person,Hospital
2480,屈小郁,沙爱思特医疗美容医院
2481,苏慧,武汉市第一医院
2482,李富容,山东第一医科大学附属皮肤病医院
2483,谭江平,上海市皮肤病医院
2484,张维娜,山东第一医科大学附属皮肤病医院
2485,金哲虎,延边大学附属医院
2486,史传奎,山东大学齐鲁儿童医院
2487,朱全冈,同济大学附属皮肤病医院
2488,李飞平,湖南省肿瘤医院
2489,李佳,湖南省肿瘤医院
2490,杨农,湖南省肿瘤医院
2491,舒晓红,华西化妆品评价中心
2492,江渊,浙江大学金华医院
2493,杨光钊,浙江省立同德医院
2494,姜日花,吉林大学中日联谊医院
2495,郑振龙,延边大学附属医院
2496,金淼,中日友好医院
2497,宋冬雷,上海冬雷脑科医院
2498,蔡朱莺,上海冬雷脑科医院
2499,王根会,河北省中医院
2500,龚德山,上海德济医院
2501,顾硕,海南省妇女儿童医学中心
2502,j利双,海南省人民医院
2503,李俊驹,海南省人民医院
2504,刘妹,海南医学院第二附属医院
2505,王新军,郑州大学第五附属医院
2506,阮光洪,云南省第二人民医院
2507,叶海燕,楚雄州中医院
2508,梁作辉,玉溪市人民医院
2509,杨登科,昆明市中医院
2510,黄莓屏,昆明市第一人民医院
2511,吴一菲,云南省第一人民医院
2512,卢凤艳,曲靖市第一人民医院
2512,卢凤艳,昆明医科大学第四川大学华西医院
2513,左卫堂,文山州人民医院
2514,朱向帜,绍兴人民医院
2514,朱向帜,江苏省肿瘤医院
2515,吴东平,江苏省肿瘤医院
2516,周勇安,空军军医大学唐都医院
2517,何金涛,四川省肿瘤医院
2518,徐嵩,天津医科大学总医院
2519,责晓松,广东省人民医院
2520,尹逊亮,空军军医大学唐都医院
2521,田单,广东省人民医院
2522,张国毅,第二附属医院
2523,肖汀,中国医科大学附属第一医院
2523,肖汀,附属第一医院
2524,顾宁,吉林大学第一医院
2525,霍会永,邯郸市中心医院
2526,刘宝辉,武汉大学人民医院
2527,周秀萍,徐州医科大学附属医院
2528,吴磊,四川省肿瘤医院
2529,王奇峰,四川省肿瘤医院
2530,吕东津,云南省肿瘤医院
2531,黄媚娟,四川大学华西医院
2531,黄媚娟,四川大学华西医院西京医院
2532,马红霞,新疆医科大学附属中医医院
2533,郑瑕南,湖州市第一人民医院浙江大学附属第二医院杭州富阳区中医院
2534,赵玉莹,哈尔滨医科大学附属第四医院
2535,林庆,北京大学第一医院
2536,袁增强,附属北京天坛医院
2537,邓江山,上海市第六人民医院
2538,王国强,香港医院
2538,王国强,中国疾控中心职业卫
2539,李玉芬,沂市人民医院
2540,赵同伟,浙江省人民医院
2541,刘安,南昌大学第二附属医院
2542,黎扬斯,广东省人民医院
2543,谭庆荣,空军军医大学第一附属医院
2544,马欢,中国医科大学附属第一医院
2545,舒忙巧,长安医院
2546,杨艺,解放军总医院
2547,李鑫,郴州市儿童医院
2547,李鑫,天津胸科医院
2548,刘金丽,中国科学技术大学附属第一医院
2549,刘雪革,泸州医学院附属医院
2550,宋天强,天津医科大学肿瘤医院
2551,赵海涛,北京协和医院
2552,陈晓锋,江苏省人民医院
2553,李敬东,四川川北医学院附属医院
2554,李云峰,湖南省人民医院
2555,夏良平,中山大学附属肿瘤医院
2556,陈喜雪,北京大学第一医院
2557,葛楼,附属中山医院
2558,王功朝,山东省立医院
2559,张蕾,常州市第一人民医院
2560,杨洋,同济大学附属上海市肺科医院
2561,冯宇,苏州大学附属第一医院
2562,王中秋,江苏省肿瘤医院
2563,邢辉,潍坊医学院附属医院
2564,徐萍,宜兴市人民医院
2565,杨洁,附属肺科医院
2566,张治,江苏省肿瘤医院
2567,姜格宁,同济大学附属上海市肺科医院
2568,梁秋丽,广西医科大学第一附属医院
2568,梁秋丽,第一附属医院
2569,娄广媛,浙江省肿瘤医院
2569,娄广媛,中国科学院大学，附属肿瘤医院
2570,黄龙,南昌大学第二附属医院
2571,刘春艳,航空总医院
2572,刘清,附属第九人民医院
2572,刘清,上海交通大学医学院附属第九人民医院
2573,赵恒光,广州医科大学附属第一医院
2574,吕中法,浙江大学医学院附属第二医院
2575,何志义,中国医科大学附属第一医院
2576,陈明亮,中南大学湘雅医院
2577,玉平,四川大学华西医院
2578,蒋先明,温岭市第二人民医院
2579,杜志刚,北京地坛医院
2580,傅先明,安徽省立医院
2581,李琦,上海交通大学附属第一人民医院
2582,沈蕾,上海市免疫学研究所
2583,许青,同济大学附居上海市第十人民医院
2584,杭化莲,上海交通大学医学院附局仁济医院
2585,焦锋,上海交通大学医学院附属仁济医院
2586,孙思,复旦大学附属肿瘤医院
2586,孙思,复日大学附属肿瘤医院
2586,孙思,复旦大学附属，肿瘤医院
2587,宋卫华,上海交通大学医学院附三仁济医院
2588,韩婷,上海交通大学医学院附属仁济医院
2589,郑磊贞,上海交通大学医学院附属新华医院
2590,侯晋,海军军医大学免疫学研究所
2591,陈凌,解放军总医院
2592,尹岩,天津胸科医院
2593,崔彦芝,河北医科大学第四医院
2594,胡夏燕,上海交通大学附属瑞金医院
2595,徐浩文,郑州大学第一附属医院
2596,王鑫,四川省肿瘤医院
2597,王忠超,广东省人民医院
2598,崔丽霞,海南医学院第二附属医院
2599,李晓萌,石河子市人民医院
2600,詹淑霞,深圳市蛇口人民医院
2601,周蓉蓉,中南大学湘雅医院
2602,邓汉宇,华西医院
2603,钟剑波,杭州市第一人民医院
2603,钟剑波,浙江大学医学院附属杭州市第一人民医院
2604,赵强,西安交通大学第二附属医院
2605,周红梅,西安交通大学第二附属医院
2606,王中志,海军军医大学附属长征医院
2607,严淑贤,复旦大学附属华山医院
2608,朱虹,中国医学科学院皮肤病医院
2609,刘明明,空军军医大学西京皮肤医院
2610,韦竹梅,中山大学附属第一医院
2611,杨雁,四川省人民医院
2612,杨宝琦,山东省皮肤病医院
2613,董灵梯,宁夏医科大学总医院
2614,王宏林,上海市第一人民医院
2615,汪昕,复旦大学附属中山医院
2616,吴巍,清华大学附属北京清华长庚医院
2617,吴伟伟,海南省第五人民医院
2618,陈冬辉,满洲里市人民医院
2619,薛愉,复旦大学附属华山医院
2620,毕新岭,上海长海医院
2620,毕新岭,第二军医大学长海医院
2621,潘耀华,上海仁济医院
2622,徐斌,上海华山医院
2622,徐斌,华山医院
2623,刘振林,重庆三博长安医院
2624,吴淘,复旦大学附属华山医院
2625,王小册,南京脑科医院
2626,孙妍萍,青岛大学附属医院
2627,曹春燕,上海交通大学附属瑞金医院
2627,曹春燕,附属瑞金医院
2628,婆玉武,北京大学第一医院
2629,邓云华,华中科技大学同济医学院附属同济医院
2630,李振鲁,河南省人民医院
2631,刘应辉,南方医科大学皮肤病医院
2632,卜晓琳,南方医科大学皮肤病医院
2633,许华艳,北京大学肿瘤医院
2634,秦叔连,秦叔连东部战区总医院
2635,杨志敏,李进同济大学附属东方医院
2636,周芳坚,中山大学肿瘤防治中心
2637,赵倩倩,复旦大学附属中山医院
2638,张雁山,甘肃省武威肿瘤医院
2639,吴一龙,广东省人民医院
2640,王陇德,国家会议中心
2641,王晨,国家会议中心
2642,王振国,国家会议中心
2643,郭俊唐,中国人民解放军总医院
2643,郭俊唐,解放军总医院
2644,李彬,北京中医医院
2645,赵岩,中国科学医学院协和医院
2646,王迁,中国科学医学院协和医院
2647,吴韵,上海长征医院
2648,郑朝晖,空军军医大学西京医院
2649,林智明,中山大学附属第三医院
2650,克林,徐州医科大学附属医院
2651,石志鸿,天津市环湖医院
2652,陈菊萍,上海浦南医院
2653,张衍,四川大学华西医院
2654,谢可,四川省人民医院
2655,魏阳,附属肿瘤医院
2656,沈文香,昆山市第一人民医院
2657,王红兵,徐州医科大学附属医院
2658,穆新林,北京大学人民医院
2659,李绍东,徐州医科大学附属医院
2660,高鹏,北京协和医院
2661,周晓华,型多中心
2662,方哲平,台州医院
2663,李江涛,浙江大学医学院附属第二医院
2664,陈智伟,附属胸科医院
2665,宋琳,附属新华医院
2666,范兴文,附属肿瘤医院
2667,康德智 ,福建医科大学附属第一医院
2668,刘小龙,福建医科大学孟超肝胆医院
2669,钟定荣,北京中日友好医院
2670,滕鹏飞,首都医科大学三博脑科医院
2671,范涛,首都医科大学三博脑科医院
2672,张秦慧,卡尔加里大学foothills医院
2673,蔡旭伟,上海市胸科医院
2674,伍龙,武汉大学人民医院
2675,郭毅峻,上海市胸科医院
2676,张海涛,中国科学院长春应用化学研究所
2677,周杰,南方医科大学南方医院
2678,商昌珍,中山大学孙逸仙纪念医院
2679,谷丽,谷丽首都医科大学附属北京朝阳医院
2680,杨青,山东省皮肤病医院
2681,王英豪,慈溪市人民医院
2682,朱高辉,镇海中医医院
2683,杨立峰,放射治疗中心
2684,李苏,中山大学肿瘤防治中心
2684,李苏,中山大学附属肿瘤医院
2685,张家安,中国医学科学院皮肤病医院
2685,张家安,中国医学科学院皮肤病研究所
2686,姜南,北京协和医院
2687,唐汉钧,上海中医药大学附属龙华医院
2688,张明,上海中医药大学附属岳阳中西医结合医院
2688,张明,厦门大学附属中山医院
2689,周敏,上海中医药大学附属岳阳中西医结合医院
2689,周敏,山东大学齐鲁医院
2690,张慧敏,上海中医药大学附属曙光医院
2691,蔡茂庆,上海市中西医结合医院
2692,王义民,哈尔滨医科大学附属第二医院
2693,高晶,北京协和医院
2694,田金州,东直门医院
2695,济宁,医学院附属医院
2696,李玉叶,昆明医科大学第一附属医院
2696,李玉叶,昆明医科大学附属医院
2697,潘炜华,上海长征医院
2698,徐慧,上海交通大学附属第九人民医院
2699,关军,山西省人民医院
2699,关军,莆田市第，医院
2700,李红霞,莆田市第一医院
2700,李红霞,北京胸科医院
2701,马锐,辽宁省肿瘤医院
2702,乔荣,上海市胸科医院
2703,张译丹,东北国际医院
2704,王文祥,湖南省肿瘤医院
2705,张海波,广东省中医院
2706,高阳,高阳湘雅医院
2706,高阳,中南大学湘雅医院
2707,马璇,西安医学院第一附属医院
2707,马璇,附属医院
2708,严丽,安康市中医医院
2709,何仲琴,宝鸡市中医医院
2710,郭振东,凉市人民医院
2711,侯小明,第一医院
2712,陈倩,首都儿科研究所附属儿童医院
2713,钟利群,讲量中心晕远程联盟
2714,刘波,华中科技大学同济医学院附属协和医院
2715,解龙昌,复旦大学附属眼耳鼻喉科医院
2716,聂国辉,解放军总医院
2717,应勇,方舱医院
2718,邹凤林,华中科技大学同济医院
2719,冉献思,阜阳市肿瘤医院
2720,郑加灼,福建省建瓯市立医院
2721,张红雁,中国科学，附属第，医院
2722,王建国,中国科学技术，附属第一医院
2723,苗成龙,河北医科大学第二医院
2724,刘敏,中国医学科学院肿控医院
2724,刘敏,株洲市中心医院
2724,刘敏,卫生部中日友好医院
2725,李爱斌,武汉大学人民医院
2726,卢火全,浙江长兴县人民医院
2727,陈明聪,江西景德镇市第二人民医院
2728,邹兰林,浙江温岭第二人民医院
2729,谢超,山东省肿瘤医院
2730,张小杰,河南省肿瘤医院
2731,陈凌翔,江苏省肿瘤医院
2732,王子兵,河南省肿瘤医院
2733,张瑞光,华中科技大学同济医学院附属协和医院
2733,张瑞光,武汉协和医院
2733,张瑞光,华中科技大学附属协和医院
2734,杨冉,吉林油田总医院
2735,李厚敏,北京大学人民医院
2736,李润涛,影像中心
2737,吴毕,北大医院
2738,陈昇革,首都医科大学宣武医院
2739,郭宏川,首都医科大学宣武医院
2740,李子铁,首都医科大学宣武医院
2741,梁建涛,首都医科大学宣武医院
2742,刘晓东,山西医科大学第一医院
2743,宋•刚,•首都医科大学宣武医院
2744,孙力泳,首都医科大学宣武医院
2745,王旭,首都医科大学宣武医院
2746,杨立强,首都医科大学宣武医院
2746,杨立强,宣武医院
2747,俞文华,杭州市第一人民医院
2748,彼得·詹尼塔,彼得·詹尼塔脑神经疾病中心
2749,汪科,北京大学第一医院
2750,程渊,北京大学第一医院
2751,杨振华,南京市第一医院
2752,田攀文,四川大学华西医院
2753,张•凯,南京市第一医院
2754,吴少玲,青岛大学附属医院
2755,张小林,辽宁省核工业总医院
2756,郑学军,临沂市人民医院
2757,钟亚权,东莞光华医院
2758,朱利威,鞍山市中心医院
2759,徐国辉,晋江市安海医院
2760,李建业,古田县医院
2761,金波,中国医科大学附属第，医院医院
2761,金波,中国医科大学附属第一医院
2762,亨廷顿,起学影像诊断中心
2763,刘丽华,河北医科大学第四医院
2763,刘丽华,第四医院
2764,张晓菊,河南省人民医院
2765,李文广,徐州市肿瘤医院
2766,高杰,徐州市肿瘤医院
2767,吴春菊,长春市双阳区医院
2768,王士金,县中医院
2769,徐蔚海,北京协和医院
2770,吕传真,复旦大学附属华山医院
2771,周磊,静安区中心
2772,赵重波,上海华山医院
2772,赵重波,复旦大学附属华山医院
2772,赵重波,赵重波复旦大学华山医院
2773,许春伟,许春伟金陵医院
